"Part","Type","Type","Brand","牌子","Model","Other Information","其他資料","Place of Manufacture","製造地點","Applicant","申請人","Telephone Number","Approval Expiry Date"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Hibachi","氣霸","HY-238S","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2019-06-18"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Hibachi","氣霸","HY-2612TU","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2022-07-03"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Hibachi","氣霸","HY-288S","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2022-07-03"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Hibachi","氣霸","HY-2688BS","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2012-10-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Hibachi","氣霸","HY-2688B","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2013-08-20"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Hibachi","氣霸","HY-2188A","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2013-03-31"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Hibachi","氣霸","HY-2328","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2013-03-31"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Inse","櫻雪","TC-2805S","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Tai Cheong International Trading Limited","大昌國際貿易有限公司","2549 2200","2008-01-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Kamer","卡瑪","KM-1388L","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Excellent Industry (Hong Kong) Limited","卓匯實業（香港）有限公司","2630 8001","2018-11-21"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Kobilia","歌比利亞","C752VDSC","GLASS TOP PANEL","玻璃面版","Italy","意大利","Federal Supplier Ltd.","快達供應行有限公司","2887 7237","2008-03-04"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Küppersbusch","","GKS 3920.0","CERAMIC GLASS TOP PANEL","陶瓷玻璃面版","Germany","德國","Shun Hing Electric Works & Engineering Co., Ltd.","信興電工工程有限公司","2861 2767","2020-05-06"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Küzzo","德信","KF-323","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Charm Vantage Limited","倡利有限公司","3580 7378","2018-11-20"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Küzzo","德信","KF-328","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Charm Vantage Limited","倡利有限公司","3580 7378","2018-01-17"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Küzzo","德信","KF-318","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Charm Vantage Limited","倡利有限公司","3580 7378","2013-12-30"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Lighting","星暉","LF-838","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Lighting Gas Stoves Trading Ltd","星暉爐具貿易有限公司","2490 0073","2014-06-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Lighting","星暉","LF-2288","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Lighting Gas Stoves Trading Ltd","星暉爐具貿易有限公司","2490 0073","2015-11-25"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Lighting","星暉","LF-861","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Lighting Gas Stoves Trading Ltd","星暉爐具貿易有限公司","2490 0073","2009-12-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Lighting (Japan)","星暉(日本)","LJ-8388","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Lighting (Japan) Trading Ltd.","星暉（日本）貿易有限公司","2490 0073","2018-01-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Lighting Japan","","LJ-8998","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Lighting (Japan) Trading Ltd.","星暉（日本）貿易有限公司","2490 0073","2021-12-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Masudo","松島","MA-328","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Wai Bong Electrical Trading Co. Ltd.","偉邦電器貿易有限公司","3590 3160","2013-12-30"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Meo","","MWZB62-G-L","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2013-11-19"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Miele","","CS1013","STAINLESS STEEL TOP PANEL","不銹鋼面版","Germany","德國","Miele (Hong Kong) Limited","Miele (Hong Kong) Limited","2610 1331","2013-05-26"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Miele","","KM404","ENAMEL TOP PANEL","搪瓷面版","Germany","德國","Miele (Hong Kong) Limited","Miele (Hong Kong) Limited","2610 1331","2005-08-21"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Miele","","KM405","GLASS TOP PANEL","玻璃面版","Germany","德國","Miele (Hong Kong) Limited","Miele (Hong Kong) Limited","2610 1331","2008-04-14"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Misoko","名家","MS-702","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Dong Woo Industrial Co. Ltd.","東宇實業有限公司","2604 9777","2016-12-21"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Misoko","名家","MS-703","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Dong Woo Industrial Co. Ltd.","東宇實業有限公司","2604 9777","2020-03-25"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Misoko","名家","MS-701","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Dong Woo Industrial Co. Ltd.","東宇實業有限公司","2604 9777","2012-09-26"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Mita","美家","PV 720 RT/LPG","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2013-02-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Mita","美家","GL2AF(Battery)","GLASS TOP PANEL, DC POWERED TOP PANEL","玻璃, 直流電面版","Australia","澳洲","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2007-12-30"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","National","樂聲","GE-H211GM","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2007-11-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","National","樂聲","GE-H211GL","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2007-11-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","National","樂聲","GE-H211GB","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2007-11-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","National","樂聲","GE-H211GW","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2007-11-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 2 Burners","嵌入式雙頭平面爐","Pacific","太平洋","PGS-332","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Dong Woo Industrial Co. Ltd.","東宇實業有限公司","2604 9777","2012-09-05"
