SCHEDULE NUMBER,NEGOTIATION NUMBER,BLANK1,COMPANY IDENTIFYING INFORMATION ,SIC Code,BLANK2,SIC Code,SIC Code,BLANK3,TYPE OF BARGAINING UNIT,BLANK4,REGIONAL OR STATE,BLANK5,LOCATION,BLANK6,UNION,BLANK7,UNION CODE,BLANK8,NUMBER OF EMPLOYEES,BLANK9,NEGOTIATION DATE,BLANK10,AGREEMENT EFFECTIVE DATE,BLANK11,NEW EXPIRATION DATE,BLANK12,REOPENING DATE,BLANK13,ESCALATOR OVERALL CONTROL,INDEX CODE,BLANK14,TYPE OF ESCALATOR CLAUSE,MINIMUM AND/OR MAXIMUM CODE,BLANK15,CPI BASE YEAR,BLANK16,CPI FORMULA,BLANK17,DATE OF FIRST COST-OF-LIVING REVIEW,BLANK18,DATE OF LAST COST-OF-LIVING REVIEW,BLANK19,WORK STOPPAGE BEGINNING DATE,BLANK20,WORK STOPPAGE ENDING DATE
34055,59,,MASTER LOCK CO,50,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",29,,"SINGLE PLANT, ONE COMPANY",,WISCONSIN,,"WI,MILWAUKEE",,AUTO WORKERS,,AUTO WORKERS,,1230,,5/17/92,,6/1/92,,5/31/95,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,JANUARY AND JULY,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 % CHANGE,,7/1/94,,1/1/95,,,,
34055,60,,MASTER LOCK CO    K2980,50,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",29,,"SINGLE PLANT, ONE COMPANY",,WISCONSIN,,"WI,MILWAUKEE",,AUTO WORKERS,,AUTO WORKERS,,936,,5/22/95,,5/29/95,,5/31/98,,,,"CLAUSE DISCONTINUED, NO CODING IN SUBFIELDS",,,,,,,,,,,,,,,,
34071,55,,ALUMNINUM CO OF AMERICA  K2590,50,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",63,,"SINGLE PLANT, ONE COMPANY",,OHIO,,"OH,CLEVELAND",,AUTO WORKERS,,AUTO WORKERS,,1100,,7/3/83,,7/1/83,,6/30/86,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/83,,3/1/86,,,,
34071,56,,ALUMINUM CO OF AMERICA K2590,50,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",63,,"SINGLE PLANT, ONE COMPANY",,OHIO,,"OH,CLEVELAND",,AUTO WORKERS,,AUTO WORKERS,,1200,,7/21/86,,7/21/86,,6/30/89,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,9/1/86,,3/6/89,,,,
34071,57,,ALUMINUM CO OF AMERICA  K2590,50,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",63,,"SINGLE PLANT, ONE COMPANY",,OHIO,,"OH,CLEVELAND",,AUTO WORKERS,,AUTO WORKERS,,1000,,12/1/88,,12/1/88,,6/30/92,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS","ATLANTA, GEORGIA - CPI-W",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/1/88,,3/1/92,,,,
34071,58,,ALUMINUM CO OF AMERICA,50,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",63,,"MULTIPLANT, ONE COMPANY",,OHIO,,"OH,CLEVELAND",,AUTO WORKERS,,AUTO WORKERS,,1000,,5/20/92,,7/1/92,,6/30/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,9/1/92,,3/1/93,,,,
34071,59,,ALUMINUM CO OF AMERICA,50,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",63,,"SINGLE PLANT, ONE COMPANY",,OHIO,,"OH,CLEVELAND",,AUTO WORKERS,,AUTO WORKERS,,1000,,6/27/93,,7/1/93,,8/27/96,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,9/1/93,,3/1/96,,,,
34084,51,,FMC CORP NOTHERN ORDNANCE DIV,,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",89,,"SINGLE PLANT, ONE COMPANY",,MINNESOTA,,MN FRIDLEY,,AUTO WORKERS,,AUTO WORKERS,,2800,,5/3/71,,5/3/71,,5/2/74,,,,Undefined Code,U.S. CITY AVERAGE.- CPI-W,,MAY AND NOVEMBER,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,5/1/72,,11/1/73,,,,
34084,52,,FMC CORP NORTHERN ORDNANCE DIV,,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",89,,"SINGLE PLANT, ONE COMPANY",,MINNESOTA,,MN FRIDLEV,,AUTO WORKERS,,AUTO WORKERS,,1700,,9/4/74,,9/4/74,,9/2/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,10/7/74,,7/7/77,,5/2/74,,9/4/74
34084,53,,FMC CORP NORTHERN ORDNANCE DIV          K 25,,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",89,,"SINGLE PLANT, ONE COMPANY",,MINNESOTA,,MN FRIDLEY,,AUTO WORKERS,,AUTO WORKERS,,2000,,8/1/77,,8/1/77,,7/31/80,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,10/1/77,,7/1/80,,,,
34084,56,,FMC CORP NO ORDNANCE DIV K25 612-571-9201,50,,"Fabricated Metal Products, Except Machinery And Transportation Equipment",89,,"SINGLE PLANT, ONE COMPANY",,MINNESOTA,,"MN,FRIDLEY",,AUTO WORKERS,,AUTO WORKERS,,1400,,8/25/86,,8/25/86,,7/30/89,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,10/1/86,,7/1/89,,7/28/86,,8/23/86
35002,51,,CATERPILLAR TRACTOR CO,,,Industrial And Commercial Machinery And Computer Equipment,31,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,32000,,12/7/70,,10/1/70,,9/30/73,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/3/71,,9/3/73,,,,
35002,52,,CATERPILLAR TRACTOR CO,,,Industrial And Commercial Machinery And Computer Equipment,31,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,33000,,11/25/73,,10/1/73,,9/30/76,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/3/73,,9/3/76,,11/15/73,,11/25/73
35002,53,,CATERPILLAR TRACTOR CO,,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,34500,,12/20/76,,10/1/76,,9/30/79,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/76,,6/6/79,,,,
35002,54,,CATERPILLAR TRACTOR CO,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,40000,,12/24/79,,10/1/79,,9/30/82,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/6/79,,9/6/82,,10/1/79,,12/24/79
35002,55,,CATERPILLAR TRACTOR CO       K3348,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,20400,,4/24/83,,4/25/83,,6/1/86,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,6/1/83,,3/1/86,,10/1/82,,4/23/83
35002,56,,CATERPILLAR TRACTOR CO       K3348,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,16600,,7/4/86,,7/9/86,,12/1/88,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/86,,6/1/88,,,,
35002,57,,CATERPILLAR TRACTOR CO    K3348,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,18300,,10/31/88,,10/3/88,,9/30/91,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/88,,9/1/91,,,,
35007,51,,INTERNATIONAL HARVESTER CO,,,Industrial And Commercial Machinery And Computer Equipment,22,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,34100,,1/31/71,,10/19/70,,9/30/73,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/3/71,,6/3/73,,1/13/71,,1/31/71
35007,52,,INTERNATIONAL HARVESTER CO,,,Industrial And Commercial Machinery And Computer Equipment,22,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,36500,,11/2/73,,10/1/73,,9/30/76,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/73,,6/6/76,,10/18/73,,11/2/73
35007,53,,INTERNATIONAL HARVESTER CO,,,Industrial And Commercial Machinery And Computer Equipment,22,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,40500,,11/18/76,,10/1/76,,9/30/79,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/76,,6/6/79,,11/17/76,,11/18/76
35007,54,,INTERNATIONAL HARVESTER CO,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,35000,,4/20/80,,10/1/79,,9/30/82,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,6/1/80,,3/1/82,,11/1/79,,4/20/80
35007,55,,INTERNATIONAL HARVESTER CO   K3226,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,19000,,5/2/82,,5/2/82,,9/30/84,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/1/83,,6/1/84,,,,
35007,56,,INTERNATIONAL HARVESTER CO      K3226,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,12000,,1/24/85,,10/1/84,,9/30/87,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/1/85,,6/1/87,,,,
35007,57,,NAVISTAR CORP.  K3226,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,7200,,11/16/87,,10/1/87,,9/30/90,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/87,,6/1/90,,,,
35007,58,,NAVISTAR CORP K3226,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,7600,,11/1/91,,10/1/90,,9/30/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/90,,6/1/93,,,,
35007,59,,NAVISTAR CORP  K 3226,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,7000,,1/25/93,,10/1/92,,10/1/95,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/92,,6/1/95,,,,
35007,60,,NAVISTAR CORP.,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,8500,,10/14/95,,10/1/95,,9/30/98,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/95,,6/1/98,,,,
35050,51,,DEERE&CO,,,Industrial And Commercial Machinery And Computer Equipment,22,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,21000,,2/22/71,,2/22/71,,9/30/73,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,AT&T OR OTHER FORMULAS,,12/6/71,,6/1/73,,10/1/70,,2/22/71
35050,52,,DEERE&CO,,,Industrial And Commercial Machinery And Computer Equipment,22,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,23000,,10/1/73,,10/1/73,,9/30/76,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/6/73,,6/6/76,,,,
35050,53,,DEERE & CO,,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,27000,,11/8/76,,11/8/76,,9/30/79,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/6/76,,6/6/79,,10/1/76,,11/8/76
35050,54,,DEERE & CO,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,31300,,10/22/79,,10/1/79,,9/30/82,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/6/79,,6/6/82,,,,
35050,55,,DEERE & CO      K3222,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,18000,,6/5/83,,6/1/83,,6/1/86,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/83,,3/1/86,,,,
35050,56,,DEERE & CO   K 3222,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,12000,,2/2/87,,2/1/87,,9/30/88,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,6/1/87,,6/1/88,,8/22/86,,1/31/87
35050,57,,DEERE & CO  K3222,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,13500,,10/9/88,,10/1/88,,9/30/91,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/88,,6/3/91,,,,
35050,58,,DEERE AND CO  K 3222,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,13800,,10/13/91,,10/1/91,,9/30/94,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/91,,6/1/94,,,,
35050,59,,DEERE & CO.,50,,Industrial And Commercial Machinery And Computer Equipment,23,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,10700,,3/5/95,,10/1/94,,10/1/97,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,6/1/95,,6/1/97,,,,
35135,51,,J I CASE (FORMERLY IN HARV)    LU 1304 ET AL,50,,Industrial And Commercial Machinery And Computer Equipment,22,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,1200,,6/15/85,,6/1/85,,2/27/87,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/1/86,,12/1/86,,,,
35135,52,,J.I. CASE CO                      LU1304,50,,Industrial And Commercial Machinery And Computer Equipment,22,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,1200,,5/12/87,,5/18/87,,8/1/90,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/87,,6/1/90,,,,
35135,53,,J.I. CASE CO.,50,,Industrial And Commercial Machinery And Computer Equipment,32,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,4500,,6/8/90,,6/4/90,,10/3/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/90,,9/1/93,,,,
35135,54,,CASE CORP.,50,,Industrial And Commercial Machinery And Computer Equipment,32,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,3000,,11/9/93,,10/3/93,,2/4/95,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/93,,9/1/94,,,,
35135,55,,CASE CORP.,50,,Industrial And Commercial Machinery And Computer Equipment,32,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,TOBACCO WORKERS,,2800,,2/12/95,,2/5/95,,3/29/98,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/10/95,,3/6/98,,,,
35141,52,,DETROIT DEISEL CORP,50,,Industrial And Commercial Machinery And Computer Equipment,19,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,REDFORD",,AUTO WORKERS,,AUTO WORKERS,,2125,,9/19/94,,8/27/94,,8/30/98,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/5/94,,6/5/98,,,,
